364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,5395E-20; 0,866025; 1,09623E-20;
364,35; 0; 594; 0,5; -1,52951E-20; 0,866025; 1,08912E-20;
364,35; 0; 594; 0,5; -1,52951E-20; 0,866025; 1,08912E-20;
364,35; 0; 594; 0,5; -9,9387E-21; 0,866025; 7,07705E-21;
364,35; 0; 594; 0,5; -1,14119E-21; 0,866025; 8,12606E-22;
364,35; 0; 594; 0,5; -2,01921E-23; 0,866025; 1,43782E-23;
364,35; 0; 594; 0,5; -2,86858E-36; 0,866025; 1,37747E-36;
